No,year,month,day,hour,pm25,TEMP,PRES,cbwd
19988,2012,4,12,19,10,18,1005,SE
19989,2012,4,12,20,19,18,1006,SE
19990,2012,4,12,21,29,18,1007,SE
19991,2012,4,12,22,28,20,1007,SE
19992,2012,4,12,23,33,17,1008,cv
19993,2012,4,13,0,51,14,1009,cv
19994,2012,4,13,1,56,12,1009,cv
19995,2012,4,13,2,84,10,1009,NE
19996,2012,4,13,3,80,10,1009,cv
19997,2012,4,13,4,77,8,1008,cv
19998,2012,4,13,5,89,7,1008,cv
19999,2012,4,13,6,63,7,1009,cv
20000,2012,4,13,7,90,12,1009,cv
20001,2012,4,13,8,91,15,1010,SE
20002,2012,4,13,9,91,18,1010,SE
20003,2012,4,13,10,86,21,1009,SE
20004,2012,4,13,11,85,23,1009,SE
20005,2012,4,13,12,58,26,1007,SE
20006,2012,4,13,13,46,27,1006,SE
20007,2012,4,13,14,29,27,1005,SE
20008,2012,4,13,15,25,26,1004,SE
20009,2012,4,13,16,22,27,1004,SE
20010,2012,4,13,17,14,25,1004,SE
20011,2012,4,13,18,22,24,1004,SE
20012,2012,4,13,19,19,23,1005,SE
20013,2012,4,13,20,20,19,1005,SE
20014,2012,4,13,21,24,23,1006,SE
20015,2012,4,13,22,34,22,1006,SE
20016,2012,4,13,23,47,22,1006,SE
20017,2012,4,14,0,50,21,1006,SE
20018,2012,4,14,1,44,18,1007,SE
20019,2012,4,14,2,56,17,1007,SE
20020,2012,4,14,3,56,12,1007,cv
20021,2012,4,14,4,63,11,1007,cv
20022,2012,4,14,5,72,8,1007,NW
20023,2012,4,14,6,76,10,1008,cv
20024,2012,4,14,7,92,13,1008,cv
20025,2012,4,14,8,101,18,1008,SE
20026,2012,4,14,9,112,21,1008,cv
20027,2012,4,14,10,111,23,1007,SE
20028,2012,4,14,11,89,26,1007,SE
20029,2012,4,14,12,51,28,1006,SE
20030,2012,4,14,13,49,28,1005,SE
20031,2012,4,14,14,29,30,1004,SE
20032,2012,4,14,15,34,30,1002,SE
20033,2012,4,14,16,36,29,1002,SE
20034,2012,4,14,17,31,28,1002,SE
20035,2012,4,14,18,22,27,1002,SE
20036,2012,4,14,19,22,25,1003,SE
20037,2012,4,14,20,34,24,1003,SE
20038,2012,4,14,21,51,24,1003,SE
20039,2012,4,14,22,63,22,1003,SE
20040,2012,4,14,23,69,20,1003,SE
20041,2012,4,15,0,79,19,1003,SE
20042,2012,4,15,1,86,18,1004,SE
20043,2012,4,15,2,84,17,1004,SE
20044,2012,4,15,3,80,16,1004,SE
20045,2012,4,15,4,83,14,1005,NE
20046,2012,4,15,5,106,14,1005,SE
20047,2012,4,15,6,114,11,1005,NE
20048,2012,4,15,7,119,14,1006,NE
20049,2012,4,15,8,139,18,1007,NE
20050,2012,4,15,9,112,20,1008,NE
20051,2012,4,15,10,84,22,1008,NE
20052,2012,4,15,11,52,25,1008,NE
20053,2012,4,15,12,35,24,1008,NE
20054,2012,4,15,13,29,26,1008,NE
20055,2012,4,15,14,27,27,1007,cv
20056,2012,4,15,15,28,26,1007,SE
20057,2012,4,15,16,24,23,1007,SE
20058,2012,4,15,17,16,22,1009,SE
20059,2012,4,15,18,115,21,1009,SE
20060,2012,4,15,19,93,19,1011,SE
20061,2012,4,15,20,75,17,1013,SE
20062,2012,4,15,21,66,15,1015,SE
20063,2012,4,15,22,68,15,1016,SE
20064,2012,4,15,23,73,14,1017,SE
20065,2012,4,16,0,56,14,1017,SE
20066,2012,4,16,1,60,13,1018,SE
20067,2012,4,16,2,20,11,1018,cv
20068,2012,4,16,3,9,10,1019,NW
20069,2012,4,16,4,8,8,1019,NW
20070,2012,4,16,5,7,7,1019,cv
20071,2012,4,16,6,22,7,1020,cv
20072,2012,4,16,7,17,12,1020,NW
20073,2012,4,16,8,15,16,1021,cv
20074,2012,4,16,9,22,18,1021,cv
20075,2012,4,16,10,22,18,1021,NW
20076,2012,4,16,11,22,20,1020,cv
20077,2012,4,16,12,21,20,1019,cv
20078,2012,4,16,13,23,21,1017,cv
20079,2012,4,16,14,23,21,1016,SE
20080,2012,4,16,15,23,22,1014,SE
20081,2012,4,16,16,40,21,1013,SE
20082,2012,4,16,17,47,21,1013,SE
20083,2012,4,16,18,38,20,1013,SE
20084,2012,4,16,19,48,19,1013,SE
20085,2012,4,16,20,56,17,1014,SE
20086,2012,4,16,21,56,16,1014,SE
20087,2012,4,16,22,63,15,1014,SE
20088,2012,4,16,23,61,15,1014,SE
20089,2012,4,17,0,70,15,1013,SE
20090,2012,4,17,1,64,13,1013,SE
20091,2012,4,17,2,73,12,1013,SE
20092,2012,4,17,3,80,12,1012,SE
20093,2012,4,17,4,86,11,1012,SE
20094,2012,4,17,5,90,10,1012,SE
20095,2012,4,17,6,90,10,1012,SE
20096,2012,4,17,7,95,11,1012,SE
20097,2012,4,17,8,101,13,1012,SE
20098,2012,4,17,9,108,16,1012,SE
20099,2012,4,17,10,130,17,1011,NE
20100,2012,4,17,11,127,20,1010,SE
20101,2012,4,17,12,128,21,1009,SE
20102,2012,4,17,13,138,23,1007,SE
20103,2012,4,17,14,121,25,1005,SE
20104,2012,4,17,15,235,26,1005,SE
20105,2012,4,17,16,168,25,1004,SE
20106,2012,4,17,17,136,25,1004,SE
20107,2012,4,17,18,163,24,1004,SE
20108,2012,4,17,19,184,24,1004,SE
20109,2012,4,17,20,164,23,1005,SE
20110,2012,4,17,21,127,22,1006,SE
20111,2012,4,17,22,116,20,1006,SE
20112,2012,4,17,23,108,20,1006,SE
20113,2012,4,18,0,105,19,1006,SE
20114,2012,4,18,1,113,18,1006,SE
20115,2012,4,18,2,121,18,1006,SE
20116,2012,4,18,3,136,17,1006,SE
20117,2012,4,18,4,138,16,1006,SE
20118,2012,4,18,5,140,15,1007,SE
20119,2012,4,18,6,141,16,1007,SE
20120,2012,4,18,7,140,17,1008,SE
20121,2012,4,18,8,144,17,1008,SE
20122,2012,4,18,9,142,18,1009,SE
20123,2012,4,18,10,145,18,1009,SE
20124,2012,4,18,11,155,19,1009,SE
20125,2012,4,18,12,160,19,1009,SE
20126,2012,4,18,13,174,20,1008,SE
20127,2012,4,18,14,178,20,1008,SE
20128,2012,4,18,15,202,21,1007,SE
20129,2012,4,18,16,213,22,1007,SE
20130,2012,4,18,17,222,22,1007,cv
20131,2012,4,18,18,219,20,1007,NW
20132,2012,4,18,19,221,18,1008,NE
20133,2012,4,18,20,225,17,1008,cv
20134,2012,4,18,21,229,18,1010,SE
20135,2012,4,18,22,73,15,1011,SE
20136,2012,4,18,23,51,15,1012,SE
20137,2012,4,19,0,50,14,1011,NW
20138,2012,4,19,1,59,14,1010,NE
20139,2012,4,19,2,70,14,1011,SE
20140,2012,4,19,3,59,14,1010,NE
20141,2012,4,19,4,61,14,1011,cv
20142,2012,4,19,5,69,13,1011,cv
20143,2012,4,19,6,77,12,1011,cv
20144,2012,4,19,7,85,13,1012,SE
20145,2012,4,19,8,97,13,1013,SE
20146,2012,4,19,9,100,13,1013,SE
20147,2012,4,19,10,109,13,1013,SE
20148,2012,4,19,11,102,14,1013,SE
20149,2012,4,19,12,102,14,1013,SE
20150,2012,4,19,13,122,14,1012,SE
20151,2012,4,19,14,125,15,1012,SE
20152,2012,4,19,15,139,15,1012,SE
20153,2012,4,19,16,154,15,1011,NE
20154,2012,4,19,17,156,16,1011,NE
20155,2012,4,19,18,158,15,1011,NW
20156,2012,4,19,19,152,14,1012,NW
20157,2012,4,19,20,148,14,1013,NW
20158,2012,4,19,21,151,14,1013,NW
20159,2012,4,19,22,157,14,1013,cv
20160,2012,4,19,23,159,15,1013,NW
20161,2012,4,20,0,164,14,1014,NW
20162,2012,4,20,1,170,14,1014,NW
20163,2012,4,20,2,174,14,1014,NW
20164,2012,4,20,3,169,15,1014,NE
20165,2012,4,20,4,183,14,1014,cv
20166,2012,4,20,5,176,14,1015,cv
20167,2012,4,20,6,183,14,1015,cv
20168,2012,4,20,7,185,15,1016,SE
20169,2012,4,20,8,149,15,1016,SE
20170,2012,4,20,9,143,16,1017,SE
20171,2012,4,20,10,157,15,1017,SE
20172,2012,4,20,11,172,14,1017,SE
20173,2012,4,20,12,194,14,1017,SE
20174,2012,4,20,13,205,13,1017,SE
20175,2012,4,20,14,177,12,1017,SE
20176,2012,4,20,15,149,12,1017,SE
20177,2012,4,20,16,90,12,1017,SE
20178,2012,4,20,17,65,12,1017,SE
20179,2012,4,20,18,89,12,1017,SE
20180,2012,4,20,19,110,12,1017,SE
20181,2012,4,20,20,118,12,1018,cv
20182,2012,4,20,21,98,12,1018,NE
20183,2012,4,20,22,82,12,1018,SE
20184,2012,4,20,23,100,12,1017,SE
20185,2012,4,21,0,129,12,1017,cv
20186,2012,4,21,1,142,13,1016,SE
20187,2012,4,21,2,148,12,1015,SE
20188,2012,4,21,3,151,12,1014,SE
20189,2012,4,21,4,147,12,1013,SE
20190,2012,4,21,5,167,11,1013,SE
20191,2012,4,21,6,185,11,1013,SE
20192,2012,4,21,7,184,12,1013,SE
20193,2012,4,21,8,154,12,1013,SE
20194,2012,4,21,9,155,13,1013,SE
20195,2012,4,21,10,168,13,1013,SE
20196,2012,4,21,11,155,13,1013,cv
20197,2012,4,21,12,181,13,1011,cv
20198,2012,4,21,13,206,14,1011,cv
20199,2012,4,21,14,202,14,1010,NE
20200,2012,4,21,15,185,16,1009,cv
20201,2012,4,21,16,156,16,1008,cv
20202,2012,4,21,17,149,16,1007,SE
20203,2012,4,21,18,159,16,1007,SE
20204,2012,4,21,19,185,15,1007,SE
20205,2012,4,21,20,200,14,1007,SE
20206,2012,4,21,21,192,14,1008,SE
20207,2012,4,21,22,161,14,1007,SE
20208,2012,4,21,23,147,14,1007,SE
20209,2012,4,22,0,150,14,1007,cv
20210,2012,4,22,1,157,13,1006,SE
20211,2012,4,22,2,143,13,1006,cv
20212,2012,4,22,3,131,13,1005,SE
20213,2012,4,22,4,116,13,1004,SE
20214,2012,4,22,5,115,13,1004,SE
20215,2012,4,22,6,116,13,1004,SE
20216,2012,4,22,7,113,13,1005,SE
20217,2012,4,22,8,115,13,1005,SE
20218,2012,4,22,9,132,14,1005,SE
20219,2012,4,22,10,144,16,1005,cv
20220,2012,4,22,11,160,18,1004,cv
20221,2012,4,22,12,167,19,1003,SE
20222,2012,4,22,13,167,20,1003,SE
20223,2012,4,22,14,162,21,1002,cv
20224,2012,4,22,15,172,22,1001,SE
20225,2012,4,22,16,160,22,1001,SE
20226,2012,4,22,17,195,22,1001,SE
20227,2012,4,22,18,201,20,1001,SE
20228,2012,4,22,19,216,18,1001,SE
20229,2012,4,22,20,235,17,1002,SE
20230,2012,4,22,21,247,18,1003,SE
20231,2012,4,22,22,257,17,1003,SE
20232,2012,4,22,23,245,17,1003,SE
20233,2012,4,23,0,217,16,1004,SE
20234,2012,4,23,1,199,16,1004,SE
20235,2012,4,23,2,203,16,1004,cv
20236,2012,4,23,3,191,16,1003,SE
20237,2012,4,23,4,188,16,1003,SE
20238,2012,4,23,5,190,16,1003,SE
20239,2012,4,23,6,222,16,1003,SE
20240,2012,4,23,7,235,16,1004,SE
20241,2012,4,23,8,230,17,1004,SE
20242,2012,4,23,9,248,17,1004,cv
20243,2012,4,23,10,258,18,1004,SE
20244,2012,4,23,11,266,19,1004,SE
20245,2012,4,23,12,281,20,1003,SE
20246,2012,4,23,13,279,21,1003,SE
20247,2012,4,23,14,278,23,1002,cv
20248,2012,4,23,15,268,24,1002,SE
20249,2012,4,23,16,272,24,1001,SE
20250,2012,4,23,17,277,24,1001,cv
20251,2012,4,23,18,280,22,1001,NW
20252,2012,4,23,19,288,21,1001,NW
20253,2012,4,23,20,303,19,1001,cv
20254,2012,4,23,21,298,20,1002,NW
20255,2012,4,23,22,307,18,1002,SE
20256,2012,4,23,23,268,20,1003,SE
20257,2012,4,24,0,157,19,1004,SE
20258,2012,4,24,1,183,18,1003,SE
20259,2012,4,24,2,208,17,1003,cv
20260,2012,4,24,3,207,16,1003,SE
20261,2012,4,24,4,195,16,1002,SE
20262,2012,4,24,5,174,16,1003,NW
20263,2012,4,24,6,173,16,1004,NW
20264,2012,4,24,7,179,17,1004,cv
20265,2012,4,24,8,187,17,1004,NW
20266,2012,4,24,9,132,16,1006,SE
20267,2012,4,24,10,60,16,1005,NW
20268,2012,4,24,11,40,17,1006,NW
20269,2012,4,24,12,34,16,1006,NW
20270,2012,4,24,13,44,15,1006,NW
20271,2012,4,24,14,48,16,1007,NW
20272,2012,4,24,15,37,15,1006,NW
20273,2012,4,24,16,38,14,1006,NW
20274,2012,4,24,17,35,14,1006,NW
20275,2012,4,24,18,45,14,1006,NW
20276,2012,4,24,19,41,14,1007,NW
20277,2012,4,24,20,43,14,1008,NW
20278,2012,4,24,21,46,14,1009,NW
20279,2012,4,24,22,29,14,1008,NW
20280,2012,4,24,23,14,13,1008,NW
20281,2012,4,25,0,13,13,1007,NW
20282,2012,4,25,1,11,11,1007,NW
20283,2012,4,25,2,9,12,1006,NW
20284,2012,4,25,3,9,11,1007,NW
20285,2012,4,25,4,12,9,1007,NW
20286,2012,4,25,5,11,8,1008,NW
20287,2012,4,25,6,11,8,1008,NW
20288,2012,4,25,7,11,14,1008,NW
20289,2012,4,25,8,10,16,1009,NW
20290,2012,4,25,9,11,17,1009,NW
20291,2012,4,25,10,18,18,1009,NW
20292,2012,4,25,11,16,18,1009,NW
20293,2012,4,25,12,15,19,1008,NW
20294,2012,4,25,13,17,20,1008,NW
20295,2012,4,25,14,13,20,1007,NW
20296,2012,4,25,15,15,20,1007,NW
20297,2012,4,25,16,12,20,1007,NW
20298,2012,4,25,17,11,19,1007,NW
20299,2012,4,25,18,8,17,1007,NW
20300,2012,4,25,19,4,16,1008,NW
20301,2012,4,25,20,6,13,1008,NW
20302,2012,4,25,21,37,10,1009,cv
20303,2012,4,25,22,69,9,1008,cv
20304,2012,4,25,23,120,9,1008,cv
20305,2012,4,26,0,45,9,1008,cv
20306,2012,4,26,1,34,7,1007,NE
20307,2012,4,26,2,28,5,1007,cv
20308,2012,4,26,3,35,7,1007,SE
20309,2012,4,26,4,62,5,1006,cv
20310,2012,4,26,5,81,4,1006,NW
20311,2012,4,26,6,75,5,1006,NW
20312,2012,4,26,7,50,9,1006,cv
20313,2012,4,26,8,51,11,1005,cv
20314,2012,4,26,9,48,14,1005,cv
20315,2012,4,26,10,53,15,1004,SE
20316,2012,4,26,11,65,15,1003,SE
20317,2012,4,26,12,88,17,1002,SE
20318,2012,4,26,13,83,19,1000,NE
20319,2012,4,26,14,76,20,1000,SE
20320,2012,4,26,15,76,23,999,SE
20321,2012,4,26,16,62,24,998,SE
20322,2012,4,26,17,53,23,998,SE
20323,2012,4,26,18,65,21,997,NE
20324,2012,4,26,19,72,17,998,NW
20325,2012,4,26,20,78,16,998,NE
20326,2012,4,26,21,144,13,997,SE
20327,2012,4,26,22,163,15,997,SE
20328,2012,4,26,23,176,14,997,cv
20329,2012,4,27,0,143,14,997,cv
20330,2012,4,27,1,152,16,995,SE
20331,2012,4,27,2,160,16,995,SE
20332,2012,4,27,3,148,13,995,NE
20333,2012,4,27,4,134,14,997,cv
20334,2012,4,27,5,112,13,996,cv
20335,2012,4,27,6,108,13,996,cv
20336,2012,4,27,7,114,15,997,cv
20337,2012,4,27,8,107,18,998,cv
20338,2012,4,27,9,126,22,998,NW
20339,2012,4,27,10,99,22,999,NW
20340,2012,4,27,11,55,22,1000,NW
20341,2012,4,27,12,55,22,1001,NW
20342,2012,4,27,13,41,23,1001,NW
20343,2012,4,27,14,21,23,1001,NW
20344,2012,4,27,15,98.61321455,23,1001,NW
20345,2012,4,27,16,29,23,1001,NW
20346,2012,4,27,17,27,22,1002,NW
20347,2012,4,27,18,30,21,1003,NW
20348,2012,4,27,19,27,19,1004,NW
20349,2012,4,27,20,30,18,1006,NW
20350,2012,4,27,21,28,16,1008,NW
20351,2012,4,27,22,30,16,1008,NW
20352,2012,4,27,23,39,14,1009,NW
20353,2012,4,28,0,41,14,1009,NE
20354,2012,4,28,1,46,14,1010,NE
20355,2012,4,28,2,72,13,1010,NE
20356,2012,4,28,3,107,13,1010,NE
20357,2012,4,28,4,141,12,1010,NE
20358,2012,4,28,5,135,11,1011,NE
20359,2012,4,28,6,108,11,1012,cv
20360,2012,4,28,7,108,12,1013,cv
20361,2012,4,28,8,98,13,1013,NE
20362,2012,4,28,9,90,15,1014,cv
20363,2012,4,28,10,79,16,1015,cv
20364,2012,4,28,11,70,17,1014,SE
20365,2012,4,28,12,83,18,1013,SE
20366,2012,4,28,13,90,19,1013,SE
20367,2012,4,28,14,106,19,1012,SE
20368,2012,4,28,15,136,19,1011,SE
20369,2012,4,28,16,114,19,1011,SE
20370,2012,4,28,17,98,19,1011,SE
20371,2012,4,28,18,97,18,1011,SE
20372,2012,4,28,19,113,16,1011,SE
20373,2012,4,28,20,160,15,1012,SE
20374,2012,4,28,21,188,14,1013,SE
20375,2012,4,28,22,183,13,1014,SE
20376,2012,4,28,23,182,12,1014,SE
20377,2012,4,29,0,203,12,1014,SE
20378,2012,4,29,1,201,11,1014,SE
20379,2012,4,29,2,195,10,1014,SE
20380,2012,4,29,3,190,9,1014,NE
20381,2012,4,29,4,194,8,1014,SE
20382,2012,4,29,5,184,9,1014,cv
20383,2012,4,29,6,224,8,1014,NW
20384,2012,4,29,7,198,11,1014,NW
20385,2012,4,29,8,198,13,1014,NW
20386,2012,4,29,9,205,15,1014,NW
20387,2012,4,29,10,205,17,1014,NW
20388,2012,4,29,11,220,19,1013,cv
20389,2012,4,29,12,200,19,1012,cv
20390,2012,4,29,13,190,21,1011,SE
20391,2012,4,29,14,166,21,1011,SE
20392,2012,4,29,15,142,21,1010,SE
20393,2012,4,29,16,141,20,1009,SE
20394,2012,4,29,17,127,20,1009,SE
20395,2012,4,29,18,120,19,1009,SE
20396,2012,4,29,19,130,17,1009,SE
20397,2012,4,29,20,176,16,1010,SE
20398,2012,4,29,21,162,15,1010,SE
20399,2012,4,29,22,170,15,1011,SE
20400,2012,4,29,23,168,14,1011,SE
20401,2012,4,30,0,121,13,1011,SE
20402,2012,4,30,1,112,12,1011,SE
20403,2012,4,30,2,107,12,1010,SE
20404,2012,4,30,3,108,12,1010,cv
20405,2012,4,30,4,111,11,1010,cv
20406,2012,4,30,5,115,10,1010,SE
20407,2012,4,30,6,122,10,1010,cv
20408,2012,4,30,7,144,12,1010,SE
20409,2012,4,30,8,166,13,1010,SE
20410,2012,4,30,9,312,14,1010,SE
20411,2012,4,30,10,174,15,1010,SE
20412,2012,4,30,11,183,17,1010,cv
20413,2012,4,30,12,179,18,1009,cv
20414,2012,4,30,13,184,19,1009,cv
20415,2012,4,30,14,168,20,1009,SE
20416,2012,4,30,15,151,21,1008,NE
20417,2012,4,30,16,155,21,1008,NE
20418,2012,4,30,17,162,20,1008,SE
20419,2012,4,30,18,189,19,1008,cv
20420,2012,4,30,19,204,18,1009,NE
20421,2012,4,30,20,227,17,1010,NE
20422,2012,4,30,21,247,16,1011,NE
20423,2012,4,30,22,256,16,1011,NE
20424,2012,4,30,23,286,15,1011,NE
20425,2012,5,1,0,267,15,1011,cv
20426,2012,5,1,1,257,15,1011,NW
20427,2012,5,1,2,259,14,1011,NW
20428,2012,5,1,3,243,14,1011,NW
20429,2012,5,1,4,210,13,1011,NW
20430,2012,5,1,5,204,13,1011,NW
20431,2012,5,1,6,215,13,1012,NW
20432,2012,5,1,7,227,15,1012,NW
20433,2012,5,1,8,186,17,1013,cv
20434,2012,5,1,9,173,19,1014,SE
20435,2012,5,1,10,163,21,1014,SE
20436,2012,5,1,11,192,22,1014,SE
20437,2012,5,1,12,280,23,1014,SE
20438,2012,5,1,13,298,23,1013,SE
20439,2012,5,1,14,199,23,1013,SE
20440,2012,5,1,15,199,22,1012,SE
20441,2012,5,1,16,156,22,1011,SE
20442,2012,5,1,17,137,22,1011,SE
20443,2012,5,1,18,78,21,1010,SE
20444,2012,5,1,19,85,21,1010,SE
20445,2012,5,1,20,112,20,1011,SE
20446,2012,5,1,21,121,20,1011,SE
20447,2012,5,1,22,78,19,1011,SE
20448,2012,5,1,23,80,18,1011,SE
20449,2012,5,2,0,74,17,1010,cv
20450,2012,5,2,1,75,16,1010,SE
20451,2012,5,2,2,72,15,1009,SE
20452,2012,5,2,3,78,14,1010,cv
20453,2012,5,2,4,91,14,1009,SE
20454,2012,5,2,5,100,12,1009,SE
20455,2012,5,2,6,115,12,1009,cv
20456,2012,5,2,7,119,15,1010,cv
20457,2012,5,2,8,120,18,1010,cv
20458,2012,5,2,9,119,21,1010,NW
20459,2012,5,2,10,124,23,1009,NW
20460,2012,5,2,11,127,25,1009,SE
20461,2012,5,2,12,118,28,1008,cv
20462,2012,5,2,13,91,30,1007,NW
20463,2012,5,2,14,85,31,1006,NW
20464,2012,5,2,15,106,31,1005,SE
20465,2012,5,2,16,90,31,1005,SE
20466,2012,5,2,17,72,30,1005,SE
20467,2012,5,2,18,68,28,1005,SE
20468,2012,5,2,19,98,27,1005,SE
20469,2012,5,2,20,90,26,1006,SE
20470,2012,5,2,21,98,22,1007,cv
20471,2012,5,2,22,114,20,1007,cv
20472,2012,5,2,23,119,19,1007,SE
20473,2012,5,3,0,126,17,1008,cv
20474,2012,5,3,1,146,16,1008,NW
20475,2012,5,3,2,139,16,1008,NW
20476,2012,5,3,3,140,14,1008,NE
20477,2012,5,3,4,112,16,1008,cv
20478,2012,5,3,5,85,13,1009,NW
20479,2012,5,3,6,80,14,1009,NW
20480,2012,5,3,7,58,19,1009,NW
20481,2012,5,3,8,61,23,1010,NW
20482,2012,5,3,9,70,27,1010,NW
20483,2012,5,3,10,57,29,1010,NW
20484,2012,5,3,11,64,31,1010,NW
20485,2012,5,3,12,57,31,1009,cv
20486,2012,5,3,13,60,33,1008,cv
20487,2012,5,3,14,46,33,1007,SE
20488,2012,5,3,15,49,32,1006,SE
20489,2012,5,3,16,45,31,1005,SE
20490,2012,5,3,17,9,30,1005,SE
20491,2012,5,3,18,18,29,1005,SE
20492,2012,5,3,19,26,27,1005,SE
20493,2012,5,3,20,19,26,1006,SE
20494,2012,5,3,21,49,21,1006,cv
20495,2012,5,3,22,91,21,1007,cv
20496,2012,5,3,23,101,19,1007,SE
20497,2012,5,4,0,99,19,1007,SE
20498,2012,5,4,1,106,16,1007,NE
20499,2012,5,4,2,123,16,1007,NW
20500,2012,5,4,3,128,16,1007,cv
20501,2012,5,4,4,132,14,1007,NW
20502,2012,5,4,5,128,14,1007,NW
20503,2012,5,4,6,90,16,1008,NW
20504,2012,5,4,7,84,18,1008,NW
20505,2012,5,4,8,82,22,1008,cv
20506,2012,5,4,9,134,24,1008,NE
20507,2012,5,4,10,133,27,1008,cv
20508,2012,5,4,11,130,29,1008,cv
20509,2012,5,4,12,145,30,1007,SE
20510,2012,5,4,13,152,32,1006,SE
20511,2012,5,4,14,137,32,1005,SE
20512,2012,5,4,15,126,32,1004,SE
20513,2012,5,4,16,126,33,1003,SE
20514,2012,5,4,17,98.61321455,32,1003,SE
20515,2012,5,4,18,80,30,1003,SE
20516,2012,5,4,19,98,28,1004,SE
20517,2012,5,4,20,116,28,1005,SE
20518,2012,5,4,21,217,25,1006,SE
20519,2012,5,4,22,116,23,1009,SE
20520,2012,5,4,23,45,22,1009,NE
20521,2012,5,5,0,50,18,1010,cv
20522,2012,5,5,1,77,18,1010,NE
20523,2012,5,5,2,150,17,1010,NW
20524,2012,5,5,3,76,17,1010,cv
20525,2012,5,5,4,69,15,1010,cv
20526,2012,5,5,5,85,14,1011,cv
20527,2012,5,5,6,94,15,1011,NW
20528,2012,5,5,7,89,21,1012,NE
20529,2012,5,5,8,108,24,1013,NE
20530,2012,5,5,9,72,25,1013,NE
20531,2012,5,5,10,107,26,1012,NE
20532,2012,5,5,11,32,27,1012,NE
20533,2012,5,5,12,98,28,1011,cv
20534,2012,5,5,13,87,29,1010,cv
20535,2012,5,5,14,39,30,1009,cv
20536,2012,5,5,15,47,30,1008,cv
20537,2012,5,5,16,212,30,1006,SE
20538,2012,5,5,17,286,29,1006,SE
20539,2012,5,5,18,205,28,1006,SE
20540,2012,5,5,19,121,27,1005,SE
20541,2012,5,5,20,46,26,1006,SE
20542,2012,5,5,21,43,25,1006,SE
20543,2012,5,5,22,50,22,1006,SE
20544,2012,5,5,23,66,23,1006,SE
20545,2012,5,6,0,68,23,1005,SE
20546,2012,5,6,1,61,20,1005,SE
20547,2012,5,6,2,62,17,1004,SE
20548,2012,5,6,3,70,15,1004,NE
20549,2012,5,6,4,80,14,1004,NE
20550,2012,5,6,5,79,15,1004,SE
20551,2012,5,6,6,104,15,1004,NE
20552,2012,5,6,7,90,18,1005,NE
20553,2012,5,6,8,102,20,1005,SE
20554,2012,5,6,9,100,22,1005,SE
20555,2012,5,6,10,118,25,1006,NE
20556,2012,5,6,11,132,26,1006,SE
20557,2012,5,6,12,110,28,1005,SE
20558,2012,5,6,13,284,29,1004,SE
20559,2012,5,6,14,96,28,1004,SE
20560,2012,5,6,15,113,29,1003,SE
20561,2012,5,6,16,142,28,1003,SE
20562,2012,5,6,17,180,27,1002,SE
20563,2012,5,6,18,141,26,1003,SE
20564,2012,5,6,19,136,24,1003,SE
20565,2012,5,6,20,95,23,1003,SE
20566,2012,5,6,21,79,22,1004,SE
20567,2012,5,6,22,48,22,1005,SE
20568,2012,5,6,23,58,21,1005,SE
20569,2012,5,7,0,57,19,1006,NE
20570,2012,5,7,1,57,19,1005,cv
20571,2012,5,7,2,64,15,1005,NW
20572,2012,5,7,3,61,17,1005,NW
20573,2012,5,7,4,73,15,1005,cv
20574,2012,5,7,5,98,14,1005,NW
20575,2012,5,7,6,76,16,1005,cv
20576,2012,5,7,7,78,16,1005,cv
20577,2012,5,7,8,84,18,1005,NW
20578,2012,5,7,9,84,20,1005,NW
20579,2012,5,7,10,76,22,1005,NW
20580,2012,5,7,11,64,25,1004,NE
20581,2012,5,7,12,87,26,1004,NE
20582,2012,5,7,13,75,27,1003,NE
20583,2012,5,7,14,76,27,1002,cv
20584,2012,5,7,15,97,27,1002,SE
20585,2012,5,7,16,105,26,1002,SE
20586,2012,5,7,17,96,26,1002,SE
20587,2012,5,7,18,110,25,1003,SE
20588,2012,5,7,19,146,24,1003,cv
20589,2012,5,7,20,134,22,1004,SE
20590,2012,5,7,21,113,23,1005,SE
20591,2012,5,7,22,98,20,1006,SE
20592,2012,5,7,23,84,21,1006,SE
20593,2012,5,8,0,71,19,1007,SE
20594,2012,5,8,1,65,14,1007,cv
20595,2012,5,8,2,59,15,1007,cv
20596,2012,5,8,3,77,14,1007,NW
20597,2012,5,8,4,78,13,1006,cv
20598,2012,5,8,5,76,12,1007,cv
20599,2012,5,8,6,99,15,1007,NW
20600,2012,5,8,7,91,17,1008,NW
20601,2012,5,8,8,135,21,1008,NW
20602,2012,5,8,9,120,23,1008,NW
20603,2012,5,8,10,112,26,1008,NW
20604,2012,5,8,11,109,28,1008,NW
20605,2012,5,8,12,100,29,1008,NW
20606,2012,5,8,13,81,31,1007,cv
20607,2012,5,8,14,83,31,1007,cv
20608,2012,5,8,15,73,32,1006,cv
20609,2012,5,8,16,73,31,1006,SE
20610,2012,5,8,17,71,30,1006,SE
20611,2012,5,8,18,71,28,1006,SE
20612,2012,5,8,19,57,26,1007,SE
20613,2012,5,8,20,69,24,1009,SE
20614,2012,5,8,21,80,24,1010,SE
20615,2012,5,8,22,84,20,1011,SE
20616,2012,5,8,23,77,18,1011,SE
20617,2012,5,9,0,71,20,1012,SE
20618,2012,5,9,1,95,18,1012,SE
20619,2012,5,9,2,136,17,1013,SE
20620,2012,5,9,3,105,15,1013,cv
20621,2012,5,9,4,99,13,1013,cv
20622,2012,5,9,5,105,12,1014,cv
